time,current_grade,target_grade,speed,stock_flow,steam,filler,basis_weight,moisture,ash,caliper,off_spec
246,OP120,CB250,520.0,1350.0,7.2,180.0,249.39,6.12,29.64,296.94,0
247,OP120,CB250,520.0,1350.0,7.2,180.0,249.34,6.08,29.62,296.85,0
248,OP120,CB250,520.0,1350.0,7.2,180.0,249.45,6.07,29.6,297.11,0
249,OP120,CB250,520.0,1350.0,7.2,180.0,249.6,6.05,29.63,297.35,0
250,OP120,CB250,520.0,1350.0,7.2,180.0,249.72,6.05,29.65,297.64,0
251,OP120,CB250,520.0,1350.0,7.2,180.0,249.75,6.02,29.6,297.85,0
252,OP120,CB250,520.0,1350.0,7.2,180.0,249.55,6.06,29.6,298.03,0
253,OP120,CB250,520.0,1350.0,7.2,180.0,249.47,6.03,29.63,298.06,0
254,OP120,CB250,520.0,1350.0,7.2,180.0,249.53,6.0,29.59,298.22,0
255,OP120,CB250,520.0,1350.0,7.2,180.0,249.42,6.01,29.63,298.22,0
256,OP120,CB250,520.0,1350.0,7.2,180.0,249.51,6.0,29.62,298.14,0
257,OP120,CB250,520.0,1350.0,7.2,180.0,249.27,5.96,29.64,298.2,0
258,OP120,CB250,520.0,1350.0,7.2,180.0,249.48,5.92,29.67,298.1,0
259,OP120,CB250,520.0,1350.0,7.2,180.0,249.6,5.95,29.65,298.15,0
260,OP120,CB250,520.0,1350.0,7.2,180.0,249.62,5.99,29.62,298.25,0
261,OP120,CB250,520.0,1350.0,7.2,180.0,249.5,6.01,29.65,298.24,0
262,OP120,CB250,520.0,1350.0,7.2,180.0,249.54,6.05,29.69,298.23,0
263,OP120,CB250,520.0,1350.0,7.2,180.0,249.78,6.06,29.69,298.27,0
264,OP120,CB250,520.0,1350.0,7.2,180.0,249.63,6.06,29.7,298.35,0
265,OP120,CB250,520.0,1350.0,7.2,180.0,249.77,6.07,29.69,298.67,0
266,OP120,CB250,520.0,1350.0,7.2,180.0,249.78,6.03,29.69,298.67,0
267,OP120,CB250,520.0,1350.0,7.2,180.0,249.79,6.02,29.7,298.58,0
268,OP120,CB250,520.0,1350.0,7.2,180.0,249.66,6.0,29.73,298.53,0
269,OP120,CB250,520.0,1350.0,7.2,180.0,249.65,5.95,29.78,298.76,0
270,OP120,CB250,520.0,1350.0,7.2,180.0,249.63,5.98,29.77,298.85,0
271,OP120,CB250,520.0,1350.0,7.2,180.0,249.45,5.95,29.85,298.64,0
272,OP120,CB250,520.0,1350.0,7.2,180.0,249.48,5.95,29.84,298.63,0
273,OP120,CB250,520.0,1350.0,7.2,180.0,249.62,5.97,29.88,298.53,0
274,OP120,CB250,520.0,1350.0,7.2,180.0,249.69,5.93,29.89,298.63,0
275,OP120,CB250,520.0,1350.0,7.2,180.0,249.7,5.89,29.88,298.62,0
276,OP120,CB250,520.0,1350.0,7.2,180.0,249.54,5.9,29.9,298.47,0
277,OP120,CB250,520.0,1350.0,7.2,180.0,249.56,5.96,29.92,298.63,0
278,OP120,CB250,520.0,1350.0,7.2,180.0,249.5,5.96,29.95,298.68,0
279,OP120,CB250,520.0,1350.0,7.2,180.0,249.51,5.93,29.93,298.78,0
280,OP120,CB250,520.0,1350.0,7.2,180.0,249.41,5.97,29.93,298.87,0
281,OP120,CB250,520.0,1350.0,7.2,180.0,249.24,6.0,29.95,298.79,0
282,OP120,CB250,520.0,1350.0,7.2,180.0,249.12,5.95,29.9,298.61,0
283,OP120,CB250,520.0,1350.0,7.2,180.0,249.06,5.94,29.97,298.45,0
284,OP120,CB250,520.0,1350.0,7.2,180.0,249.01,5.9,29.91,298.48,0
285,OP120,CB250,520.0,1350.0,7.2,180.0,249.09,5.93,29.85,298.27,0
286,OP120,CB250,520.0,1350.0,7.2,180.0,248.98,5.93,29.9,298.49,0
287,OP120,CB250,520.0,1350.0,7.2,180.0,249.24,5.93,29.87,298.44,0
288,OP120,CB250,520.0,1350.0,7.2,180.0,249.33,5.88,29.92,298.63,0
289,OP120,CB250,520.0,1350.0,7.2,180.0,249.11,5.86,29.87,298.59,0
290,OP120,CB250,520.0,1350.0,7.2,180.0,249.11,5.85,29.9,298.65,0
291,OP120,CB250,520.0,1350.0,7.2,180.0,249.38,5.81,29.97,298.78,0
292,OP120,CB250,520.0,1350.0,7.2,180.0,249.24,5.86,30.0,298.79,0
293,OP120,CB250,520.0,1350.0,7.2,180.0,249.47,5.85,30.04,298.76,0
294,OP120,CB250,520.0,1350.0,7.2,180.0,249.58,5.84,30.01,298.97,0
295,OP120,CB250,520.0,1350.0,7.2,180.0,249.72,5.85,29.92,298.58,0
296,OP120,CB250,520.0,1350.0,7.2,180.0,249.63,5.85,29.87,298.51,0
297,OP120,CB250,520.0,1350.0,7.2,180.0,249.93,5.81,29.85,298.47,0
298,OP120,CB250,520.0,1350.0,7.2,180.0,249.91,5.82,29.86,298.61,0
299,OP120,CB250,520.0,1350.0,7.2,180.0,249.78,5.83,29.85,298.72,0
300,OP120,CB250,520.0,1350.0,7.2,180.0,249.78,5.87,29.83,298.65,0
1,OP120,AR170,905.67,645.0,4.55,85.27,119.91,5.07,17.03,129.78,1
2,OP120,AR170,901.41,649.92,4.6,86.51,119.98,5.12,16.9,129.69,1
3,OP120,AR170,897.22,654.75,4.65,87.74,120.31,5.16,16.8,129.84,1
4,OP120,AR170,893.1,659.51,4.7,88.94,120.34,5.24,16.74,129.98,1
5,OP120,AR170,889.04,664.18,4.75,90.13,120.24,5.26,16.65,129.98,1
6,OP120,AR170,885.06,668.78,4.8,91.29,120.28,5.33,16.64,129.78,1
7,OP120,AR170,881.14,673.3,4.85,92.44,120.53,5.38,16.67,129.6,1
8,OP120,AR170,877.29,677.74,4.9,93.56,120.99,5.42,16.67,129.65,1
9,OP120,AR170,873.5,682.11,4.95,94.67,120.79,5.46,16.65,129.84,1
10,OP120,AR170,869.78,686.41,5.0,95.76,120.73,5.47,16.67,129.63,1
11,OP120,AR170,866.11,690.64,5.05,96.83,120.55,5.42,16.65,129.56,1
12,OP120,AR170,862.51,694.79,5.1,97.88,120.77,5.39,16.6,129.51,1
13,OP120,AR170,858.97,698.88,5.15,98.92,121.0,5.4,16.6,129.79,1
14,OP120,AR170,855.49,702.9,5.2,99.93,120.98,5.45,16.68,129.69,1
15,OP120,AR170,852.06,706.85,5.25,100.94,121.17,5.42,16.77,129.86,1
16,OP120,AR170,848.69,710.74,5.3,101.92,121.44,5.46,16.82,130.04,1
17,OP120,AR170,845.38,714.56,5.35,102.89,121.69,5.44,16.93,130.36,1
18,OP120,AR170,842.13,718.32,5.4,103.84,122.04,5.43,16.95,130.41,1
19,OP120,AR170,838.92,722.01,5.45,104.78,122.28,5.48,17.05,130.5,1
20,OP120,AR170,835.78,725.64,5.5,105.7,122.35,5.42,17.1,130.61,1
21,OP120,AR170,832.68,729.22,5.55,106.6,122.57,5.49,17.08,130.58,1
22,OP120,AR170,829.63,732.73,5.6,107.49,122.96,5.48,17.09,130.71,1
23,OP120,AR170,826.64,736.18,5.65,108.37,123.37,5.45,17.15,130.9,1
24,OP120,AR170,823.7,739.58,5.7,109.23,123.67,5.42,17.21,131.01,1
25,OP120,AR170,820.8,742.92,5.75,110.07,123.83,5.39,17.28,131.02,1
26,OP120,AR170,817.96,746.21,5.8,110.91,124.32,5.36,17.35,131.2,1
27,OP120,AR170,815.16,749.44,5.85,111.72,124.6,5.34,17.4,131.44,1
28,OP120,AR170,812.4,752.61,5.9,112.53,125.0,5.35,17.42,131.68,1
29,OP120,AR170,809.7,755.73,5.95,113.32,125.46,5.36,17.46,132.25,1
30,OP120,AR170,807.03,758.81,6.0,114.1,125.87,5.31,17.56,132.57,1
31,OP120,AR170,804.42,761.83,6.0,114.86,126.22,5.31,17.65,132.6,1
32,OP120,AR170,801.84,764.8,6.0,115.61,126.78,5.32,17.78,132.8,1
33,OP120,AR170,799.31,767.72,6.0,116.35,127.06,5.3,17.87,132.92,1
34,OP120,AR170,796.82,770.59,6.0,117.08,127.37,5.25,17.96,133.42,1
35,OP120,AR170,794.38,773.41,6.0,117.8,127.8,5.26,18.06,133.78,1
36,OP120,AR170,791.97,776.19,6.0,118.5,128.44,5.24,18.19,134.08,1
37,OP120,AR170,789.61,778.92,6.0,119.19,128.79,5.19,18.27,134.19,1
38,OP120,AR170,787.28,781.6,6.0,119.87,129.31,5.18,18.33,134.78,1
39,OP120,AR170,784.99,784.24,6.0,120.54,129.75,5.12,18.39,135.17,1
40,OP120,AR170,782.74,786.84,6.0,121.2,130.33,5.17,18.45,135.32,1
41,OP120,AR170,780.53,789.39,6.0,121.85,130.74,5.15,18.52,135.89,1
42,OP120,AR170,778.35,791.9,6.0,122.48,131.39,5.1,18.62,136.12,1
43,OP120,AR170,776.21,794.37,6.0,123.11,131.91,5.11,18.64,136.34,1
44,OP120,AR170,774.11,796.8,6.0,123.72,132.22,5.13,18.72,136.86,1
45,OP120,AR170,772.04,799.18,6.0,124.33,132.46,5.08,18.83,137.0,1
46,OP120,AR170,770.01,801.53,6.0,124.92,132.95,5.03,18.89,137.28,1
47,OP120,AR170,768.01,803.84,6.0,125.51,133.14,4.99,18.97,137.74,1
48,OP120,AR170,766.01,806.11,6.0,126.08,133.47,4.97,19.11,137.85,1
49,OP120,AR170,764.01,808.34,6.0,126.65,133.86,4.98,19.17,138.29,1
50,OP120,AR170,762.01,810.53,6.0,127.2,134.34,4.94,19.26,138.52,1
51,OP120,AR170,760.01,812.69,6.0,127.75,134.84,4.95,19.36,138.73,1
52,OP120,AR170,758.01,814.81,6.0,128.29,135.69,4.93,19.4,139.06,1
53,OP120,AR170,756.01,816.9,6.0,128.81,136.24,4.93,19.45,139.54,1
54,OP120,AR170,754.01,818.95,6.0,129.33,136.52,4.91,19.57,139.83,1
55,OP120,AR170,752.01,820.97,6.0,129.85,136.78,4.9,19.66,140.27,1
56,OP120,AR170,750.01,822.95,6.0,130.35,137.41,4.95,19.76,140.84,1
57,OP120,AR170,748.01,824.9,6.0,130.84,138.04,4.93,19.9,141.2,1
58,OP120,AR170,746.01,826.82,6.0,131.33,138.19,4.92,19.99,141.85,1
59,OP120,AR170,744.01,828.71,6.0,131.81,138.55,4.91,20.13,142.35,1
60,OP120,AR170,742.01,830.56,6.0,132.28,138.94,4.93,20.19,143.12,1
61,OP120,AR170,740.01,832.39,6.0,132.74,139.45,4.86,20.25,143.58,1
62,OP120,AR170,738.01,834.18,6.0,133.19,139.74,4.88,20.29,143.76,1
63,OP120,AR170,736.01,835.94,6.0,133.64,140.16,4.83,20.33,144.5,1
64,OP120,AR170,734.01,837.68,6.0,134.08,140.77,4.84,20.45,144.75,1
65,OP120,AR170,732.01,839.38,6.0,134.51,141.24,4.88,20.63,145.12,1
66,OP120,AR170,730.01,841.06,6.0,134.94,141.66,4.85,20.68,145.44,1
67,OP120,AR170,728.01,842.71,6.0,135.35,142.42,4.83,20.76,145.63,1
68,OP120,AR170,726.01,844.33,6.0,135.76,142.85,4.89,20.91,146.12,1
69,OP120,AR170,724.01,845.93,6.0,136.17,143.53,4.9,21.03,146.61,1
70,OP120,AR170,722.01,847.49,6.0,136.56,144.11,4.87,21.15,147.17,1
71,OP120,AR170,720.01,849.03,6.0,136.96,144.52,4.88,21.24,147.47,1
72,OP120,AR170,718.01,850.55,6.0,137.34,144.96,4.89,21.31,147.97,1
73,OP120,AR170,716.01,852.05,6.0,137.72,145.24,4.92,21.33,148.32,1
74,OP120,AR170,714.01,853.55,6.0,138.09,145.55,4.89,21.31,148.66,1
75,OP120,AR170,712.01,855.05,6.0,138.45,145.99,4.9,21.45,149.09,1
76,OP120,AR170,710.01,856.55,6.0,138.81,146.53,4.9,21.48,149.59,1
77,OP120,AR170,708.01,858.05,6.0,139.17,146.67,4.94,21.62,149.87,1
78,OP120,AR170,706.01,859.55,6.0,139.51,146.84,4.94,21.67,149.98,1
79,OP120,AR170,704.01,861.05,6.0,139.85,147.46,4.9,21.78,150.36,1
80,OP120,AR170,702.01,862.55,6.0,140.19,147.95,4.9,21.85,150.93,1
81,OP120,AR170,700.01,864.05,6.0,140.52,148.1,4.96,21.97,151.38,1
82,OP120,AR170,698.01,865.55,6.0,140.85,148.43,4.91,22.02,151.84,1
83,OP120,AR170,696.01,867.05,6.0,141.16,148.69,4.9,22.05,152.35,1
84,OP120,AR170,694.01,868.55,6.0,141.48,149.24,4.97,22.18,152.75,1
85,OP120,AR170,692.01,870.05,6.0,141.79,149.81,4.94,22.2,153.04,1
86,OP120,AR170,690.01,871.55,6.0,142.09,150.33,4.97,22.27,153.82,1
87,OP120,AR170,688.01,873.05,6.0,142.39,150.83,4.96,22.34,154.23,1
88,OP120,AR170,686.01,874.55,6.0,142.68,151.2,4.9,22.39,154.35,1
89,OP120,AR170,684.01,876.05,6.0,142.97,151.57,4.91,22.44,154.97,1
90,OP120,AR170,682.01,877.55,6.0,143.26,151.99,4.95,22.48,155.48,1
91,OP120,AR170,680.01,879.05,6.0,143.53,152.35,4.91,22.58,155.74,1
92,OP120,AR170,678.01,880.55,6.0,143.81,152.42,4.89,22.67,156.1,1
93,OP120,AR170,676.01,882.05,6.0,144.08,152.68,4.92,22.7,156.48,1
94,OP120,AR170,674.01,883.55,6.0,144.34,152.93,4.92,22.69,156.79,1
95,OP120,AR170,672.01,885.05,6.0,144.6,152.81,4.93,22.77,157.08,1
96,OP120,AR170,670.01,886.55,6.0,144.86,153.05,4.94,22.85,157.67,1
97,OP120,AR170,668.01,888.05,6.0,145.11,153.07,4.95,22.92,157.93,1
98,OP120,AR170,666.01,889.55,6.0,145.36,153.44,4.98,22.98,158.5,1
99,OP120,AR170,664.01,891.05,6.0,145.61,153.81,5.0,23.1,159.02,1
100,OP120,AR170,662.01,892.55,6.0,145.85,153.9,4.99,23.16,159.66,1
101,OP120,AR170,660.01,894.05,6.0,146.08,154.47,5.0,23.22,159.98,1
102,OP120,AR170,658.01,895.55,6.0,146.31,154.89,5.03,23.27,160.45,1
103,OP120,AR170,656.01,897.05,6.0,146.54,154.94,5.01,23.36,160.79,1
104,OP120,AR170,654.01,898.55,6.0,146.77,155.1,4.97,23.37,161.17,1
105,OP120,AR170,652.01,900.05,6.0,146.99,155.14,4.98,23.42,161.34,1
106,OP120,AR170,650.01,901.55,6.0,147.2,155.56,4.98,23.47,161.69,1
107,OP120,AR170,650.0,903.05,6.0,147.42,155.79,4.91,23.56,162.08,1
108,OP120,AR170,650.0,904.55,6.0,147.63,156.05,4.86,23.65,162.55,1
109,OP120,AR170,650.0,906.05,6.0,147.83,156.31,4.9,23.7,162.95,1
110,OP120,AR170,650.0,907.55,6.0,148.04,156.53,4.89,23.74,163.24,1
111,OP120,AR170,650.0,909.05,6.0,148.23,156.75,4.93,23.85,163.8,1
112,OP120,AR170,650.0,910.55,6.0,148.43,156.77,4.99,23.91,164.36,1
113,OP120,AR170,650.0,912.05,6.0,148.62,157.03,4.97,23.94,164.74,1
114,OP120,AR170,650.0,913.55,6.0,148.81,157.31,4.95,23.96,165.07,1
115,OP120,AR170,650.0,915.05,6.0,149.0,157.61,4.98,24.01,165.28,1
116,OP120,AR170,650.0,916.55,6.0,149.18,157.62,5.02,24.08,165.61,1
117,OP120,AR170,650.0,918.05,6.0,149.36,158.12,5.0,24.09,165.98,1
118,OP120,AR170,650.0,919.55,6.0,149.54,158.41,4.97,24.16,166.47,1
119,OP120,AR170,650.0,921.05,6.0,149.72,158.72,4.99,24.18,167.11,1
120,OP120,AR170,650.0,922.55,6.0,149.89,158.98,4.95,24.22,167.33,1
121,OP120,AR170,650.0,924.05,6.0,150.05,159.16,4.92,24.32,167.61,1
122,OP120,AR170,650.0,925.55,6.0,150.22,159.39,4.96,24.28,167.7,1
123,OP120,AR170,650.0,927.05,6.0,150.38,159.68,4.96,24.32,168.14,1
124,OP120,AR170,650.0,928.55,6.0,150.54,159.96,4.98,24.4,168.58,1
125,OP120,AR170,650.0,930.05,6.0,150.7,160.15,4.98,24.43,169.01,1
126,OP120,AR170,650.0,931.55,6.0,150.86,160.48,4.97,24.52,169.43,1
127,OP120,AR170,650.0,933.05,6.0,151.01,160.72,4.97,24.57,169.91,1
128,OP120,AR170,650.0,934.55,6.0,151.16,160.83,4.95,24.69,170.29,1
129,OP120,AR170,650.0,936.05,6.0,151.31,160.95,4.92,24.72,170.3,1
130,OP120,AR170,650.0,937.55,6.0,151.45,161.16,4.92,24.77,170.46,1
131,OP120,AR170,650.0,939.05,6.0,151.59,161.57,4.95,24.85,170.79,1
132,OP120,AR170,650.0,940.0,6.0,151.73,161.8,4.96,24.87,171.24,1
133,OP120,AR170,650.0,940.0,6.0,151.87,162.17,4.97,24.95,171.76,1
134,OP120,AR170,650.0,940.0,6.0,152.01,162.43,5.0,24.95,171.91,1
135,OP120,AR170,650.0,940.0,6.0,152.14,162.81,5.09,24.98,172.32,1
136,OP120,AR170,650.0,940.0,6.0,152.27,162.95,5.08,25.05,172.8,1
137,OP120,AR170,650.0,940.0,6.0,152.4,163.07,5.03,25.11,173.12,1
138,OP120,AR170,650.0,940.0,6.0,152.53,163.42,5.05,25.12,173.39,1
139,OP120,AR170,650.0,940.0,6.0,152.65,163.77,5.03,25.18,173.74,1
140,OP120,AR170,650.0,940.0,6.0,152.77,164.23,5.07,25.24,174.06,1
141,OP120,AR170,650.0,940.0,6.0,152.89,164.57,5.05,25.27,174.7,1
142,OP120,AR170,650.0,940.0,6.0,153.01,164.51,5.05,25.32,174.89,1
143,OP120,AR170,650.0,940.0,6.0,153.13,164.71,5.04,25.34,175.13,1
144,OP120,AR170,650.0,940.0,6.0,153.24,165.03,5.01,25.31,175.58,1
145,OP120,AR170,650.0,940.0,6.0,153.36,165.35,5.03,25.31,175.83,1
146,OP120,AR170,650.0,940.0,6.0,153.47,165.31,5.05,25.32,176.04,1
147,OP120,AR170,650.0,940.0,6.0,153.58,165.43,4.98,25.36,176.38,1
148,OP120,AR170,650.0,940.0,6.0,153.68,165.67,5.01,25.42,176.35,1
149,OP120,AR170,650.0,940.0,6.0,153.79,165.92,5.06,25.4,176.67,0
150,OP120,AR170,650.0,940.0,6.0,153.89,166.04,5.09,25.39,176.81,0
151,OP120,AR170,650.0,940.0,6.0,153.99,166.36,5.09,25.46,177.13,0
152,OP120,AR170,650.0,940.0,6.0,154.09,166.69,5.06,25.52,177.38,0
153,OP120,AR170,650.0,940.0,6.0,154.19,166.9,5.08,25.56,178.02,0
154,OP120,AR170,650.0,940.0,6.0,154.29,167.04,5.07,25.54,178.27,0
155,OP120,AR170,650.0,940.0,6.0,154.39,167.21,5.06,25.56,178.27,0
156,OP120,AR170,650.0,940.0,6.0,154.49,167.46,5.07,25.61,178.51,0
157,OP120,AR170,650.0,940.0,6.0,154.59,167.51,5.08,25.66,179.0,0
158,OP120,AR170,650.0,940.0,6.0,154.69,167.74,5.06,25.7,179.23,0
159,OP120,AR170,650.0,940.0,6.0,154.79,167.65,5.04,25.71,179.58,0
160,OP120,AR170,650.0,940.0,6.0,154.89,167.73,5.07,25.72,179.83,0
161,OP120,AR170,650.0,940.0,6.0,154.99,168.09,5.06,25.74,180.21,0
162,OP120,AR170,650.0,940.0,6.0,155.09,168.24,5.07,25.8,180.55,0
163,OP120,AR170,650.0,940.0,6.0,155.19,168.34,5.04,25.81,181.03,0
164,OP120,AR170,650.0,940.0,6.0,155.29,168.43,5.06,25.9,181.35,0
165,OP120,AR170,650.0,940.0,6.0,155.39,168.53,5.04,25.97,181.71,0
166,OP120,AR170,650.0,940.0,6.0,155.49,168.6,5.01,25.98,181.88,0
167,OP120,AR170,650.0,940.0,6.0,155.59,168.55,5.02,25.98,182.08,0
168,OP120,AR170,650.0,940.0,6.0,155.69,168.66,5.05,26.02,182.21,0
169,OP120,AR170,650.0,940.0,6.0,155.79,168.69,5.04,26.05,182.64,0
170,OP120,AR170,650.0,940.0,6.0,155.89,168.62,5.06,26.08,182.72,0
171,OP120,AR170,650.0,940.0,6.0,155.99,168.79,5.04,26.13,182.85,0
172,OP120,AR170,650.0,940.0,6.0,156.09,168.88,4.98,26.15,182.95,0
173,OP120,AR170,650.0,940.0,6.0,156.19,169.11,4.94,26.15,183.38,0
174,OP120,AR170,650.0,940.0,6.0,156.29,169.18,4.97,26.21,183.69,0
175,OP120,AR170,650.0,940.0,6.0,156.39,169.36,5.02,26.24,183.7,0
176,OP120,AR170,650.0,940.0,6.0,156.49,169.33,4.98,26.22,183.8,0
177,OP120,AR170,650.0,940.0,6.0,156.59,169.39,4.96,26.17,183.99,0
178,OP120,AR170,650.0,940.0,6.0,156.69,169.35,4.94,26.23,184.18,0
179,OP120,AR170,650.0,940.0,6.0,156.79,169.51,4.94,26.22,184.27,0
180,OP120,AR170,650.0,940.0,6.0,156.89,169.37,4.97,26.21,184.61,0
181,OP120,AR170,650.0,940.0,6.0,156.99,169.36,4.95,26.21,184.83,0
182,OP120,AR170,650.0,940.0,6.0,157.09,169.48,4.98,26.26,185.06,0
183,OP120,AR170,650.0,940.0,6.0,157.19,169.27,5.02,26.36,185.08,0
184,OP120,AR170,650.0,940.0,6.0,157.29,169.24,5.01,26.4,185.03,0
185,OP120,AR170,650.0,940.0,6.0,157.39,169.24,5.01,26.41,185.29,0
186,OP120,AR170,650.0,940.0,6.0,157.49,168.92,5.06,26.47,185.43,0
187,OP120,AR170,650.0,940.0,6.0,157.59,168.76,5.06,26.51,185.45,0
188,OP120,AR170,650.0,940.0,6.0,157.69,168.52,5.03,26.51,185.48,0
189,OP120,AR170,650.0,940.0,6.0,157.79,168.53,5.1,26.54,185.61,0
190,OP120,AR170,650.0,940.0,6.0,157.89,168.8,5.17,26.59,185.57,0
191,OP120,AR170,650.0,940.0,6.0,157.99,168.66,5.18,26.69,185.87,0
192,OP120,AR170,650.0,940.0,6.0,158.09,168.41,5.18,26.75,185.96,0
193,OP120,AR170,650.0,940.0,6.0,158.19,168.37,5.15,26.83,186.13,0
194,OP120,AR170,650.0,940.0,6.0,158.29,168.13,5.09,26.86,186.23,0
195,OP120,AR170,650.0,940.0,6.0,158.39,168.19,5.08,26.92,186.56,0
196,OP120,AR170,650.0,940.0,6.0,158.49,168.22,5.08,26.98,186.65,0
197,OP120,AR170,650.0,940.0,6.0,158.59,168.01,5.08,27.04,186.93,0
198,OP120,AR170,650.0,940.0,6.0,158.69,168.2,5.05,27.02,187.02,0
199,OP120,AR170,650.0,940.0,6.0,158.79,168.33,5.05,27.04,187.1,0
200,OP120,AR170,650.0,940.0,6.0,158.89,168.4,5.08,26.99,187.23,0
201,OP120,AR170,650.0,940.0,6.0,158.99,168.54,5.06,26.97,187.39,0
202,OP120,AR170,650.0,940.0,6.0,159.09,168.55,5.1,26.97,187.71,0
203,OP120,AR170,650.0,940.0,6.0,159.19,168.72,5.07,27.01,187.9,0
204,OP120,AR170,650.0,940.0,6.0,159.29,168.47,5.1,27.04,187.74,0
205,OP120,AR170,650.0,940.0,6.0,159.39,168.47,5.04,27.04,187.8,0
206,OP120,AR170,650.0,940.0,6.0,159.49,168.71,5.03,27.09,188.09,0
207,OP120,AR170,650.0,940.0,6.0,159.59,168.76,5.05,27.07,187.92,0
208,OP120,AR170,650.0,940.0,6.0,159.69,168.72,5.0,27.06,188.37,0
209,OP120,AR170,650.0,940.0,6.0,159.79,168.81,4.95,27.14,188.64,0
210,OP120,AR170,650.0,940.0,6.0,159.89,168.79,4.99,27.17,188.61,0
211,OP120,AR170,650.0,940.0,6.0,159.99,168.68,5.02,27.21,188.68,0
212,OP120,AR170,650.0,940.0,6.0,160.0,168.78,5.03,27.26,188.63,0
213,OP120,AR170,650.0,940.0,6.0,160.0,168.8,5.03,27.27,188.69,0
214,OP120,AR170,650.0,940.0,6.0,160.0,168.89,5.02,27.4,188.67,0
215,OP120,AR170,650.0,940.0,6.0,160.0,168.98,4.99,27.35,188.89,0
216,OP120,AR170,650.0,940.0,6.0,160.0,168.88,4.98,27.36,188.84,0
217,OP120,AR170,650.0,940.0,6.0,160.0,169.08,5.02,27.4,188.95,0
218,OP120,AR170,650.0,940.0,6.0,160.0,169.13,5.04,27.42,189.25,0
219,OP120,AR170,650.0,940.0,6.0,160.0,168.96,5.03,27.51,189.47,0
220,OP120,AR170,650.0,940.0,6.0,160.0,168.99,5.09,27.48,189.32,0
221,OP120,AR170,650.0,940.0,6.0,160.0,169.01,5.09,27.52,189.27,0
222,OP120,AR170,650.0,940.0,6.0,160.0,169.02,5.11,27.51,189.26,0
223,OP120,AR170,650.0,940.0,6.0,160.0,169.12,5.11,27.48,189.48,0
224,OP120,AR170,650.0,940.0,6.0,160.0,169.15,5.13,27.46,189.64,0
225,OP120,AR170,650.0,940.0,6.0,160.0,169.01,5.09,27.46,189.85,0
226,OP120,AR170,650.0,940.0,6.0,160.0,169.02,5.14,27.46,189.65,0
227,OP120,AR170,650.0,940.0,6.0,160.0,168.97,5.11,27.5,189.55,0
228,OP120,AR170,650.0,940.0,6.0,160.0,168.85,5.02,27.41,189.39,0
229,OP120,AR170,650.0,940.0,6.0,160.0,168.92,5.04,27.42,189.32,0
230,OP120,AR170,650.0,940.0,6.0,160.0,168.98,5.02,27.39,189.55,0
231,OP120,AR170,650.0,940.0,6.0,160.0,169.42,5.03,27.42,189.3,0
232,OP120,AR170,650.0,940.0,6.0,160.0,169.37,5.01,27.44,189.28,0
233,OP120,AR170,650.0,940.0,6.0,160.0,169.53,5.05,27.46,189.47,0
234,OP120,AR170,650.0,940.0,6.0,160.0,169.33,5.06,27.45,189.42,0
235,OP120,AR170,650.0,940.0,6.0,160.0,169.02,5.1,27.49,189.26,0
236,OP120,AR170,650.0,940.0,6.0,160.0,169.16,5.09,27.53,189.44,0
237,OP120,AR170,650.0,940.0,6.0,160.0,168.98,5.1,27.58,189.23,0
238,OP120,AR170,650.0,940.0,6.0,160.0,168.85,5.12,27.64,189.28,0
239,OP120,AR170,650.0,940.0,6.0,160.0,168.86,5.15,27.71,189.19,0
240,OP120,AR170,650.0,940.0,6.0,160.0,168.7,5.17,27.7,188.74,0
241,OP120,AR170,650.0,940.0,6.0,160.0,168.67,5.17,27.7,188.83,0
242,OP120,AR170,650.0,940.0,6.0,160.0,168.81,5.22,27.67,188.61,0
243,OP120,AR170,650.0,940.0,6.0,160.0,168.71,5.22,27.68,188.66,0
244,OP120,AR170,650.0,940.0,6.0,160.0,168.74,5.2,27.7,188.56,0
245,OP120,AR170,650.0,940.0,6.0,160.0,168.67,5.16,27.74,188.36,0
246,OP120,AR170,650.0,940.0,6.0,160.0,168.56,5.08,27.76,188.45,0
247,OP120,AR170,650.0,940.0,6.0,160.0,168.48,5.03,27.73,188.54,0
248,OP120,AR170,650.0,940.0,6.0,160.0,168.72,5.05,27.73,188.48,0
249,OP120,AR170,650.0,940.0,6.0,160.0,168.79,5.07,27.75,188.56,0
250,OP120,AR170,650.0,940.0,6.0,160.0,168.93,5.07,27.77,188.52,0
251,OP120,AR170,650.0,940.0,6.0,160.0,168.89,5.09,27.73,188.68,0
252,OP120,AR170,650.0,940.0,6.0,160.0,169.02,5.07,27.74,188.75,0
253,OP120,AR170,650.0,940.0,6.0,160.0,169.18,5.03,27.75,188.69,0
254,OP120,AR170,650.0,940.0,6.0,160.0,169.15,5.07,27.76,188.47,0
255,OP120,AR170,650.0,940.0,6.0,160.0,168.79,5.09,27.76,188.32,0
256,OP120,AR170,650.0,940.0,6.0,160.0,168.84,5.08,27.76,188.17,0
257,OP120,AR170,650.0,940.0,6.0,160.0,169.11,5.06,27.75,188.13,0
258,OP120,AR170,650.0,940.0,6.0,160.0,168.99,5.09,27.79,188.23,0
259,OP120,AR170,650.0,940.0,6.0,160.0,169.11,5.11,27.81,188.0,0
260,OP120,AR170,650.0,940.0,6.0,160.0,169.29,5.16,27.76,187.84,0
